,range_min,range_max,num_benchmarks,Mean Alphabet Size,Mean DFA State,Mean Extracted DFA State,Dist to Noisy,Dist to Extracted,Dist Noisy to Extracted,Gain,STD Original to Extracted
0,0.005,1.0,10,11.3,37.9,183.9,0.009999999999999998,0.09326016963076418,0.10064233798914149,0.10722691197744992,0.0587353789229031
1,0.0025,0.005,10,11.3,37.9,135.2,0.004999999999999999,0.004803500008005858,0.009369996193518026,1.0409076697546873,0.006519866088195466
2,0.0015,0.0025,10,11.3,37.9,103.4,0.0024999999999999996,0.0005507835311473013,0.002904965866551145,4.538988293263621,0.000656312632361517
3,0.001,0.0015,10,11.3,37.9,73.7,0.0015,0.0003488295697266241,0.0017833703122148222,4.3000941725655375,0.0004738561272212407
4,0.0005,0.001,10,11.3,37.9,62.9,0.0010000000000000002,7.510684515645016e-05,0.001033136381152059,13.314365660239963,5.4083109792713756e-05
